"case_id","task_type","lang","description","code","data_ref","notes","difficulty"
"T0100","quantitative_remote_sensing","zh","请基于一景 Landsat 8 影像计算新型水体指数（WI2015），并把结果在地图上展示出来。","import oge

oge.initialize()
service = oge.Service()

lc08 = service.getCoverage(coverageID=""LC81220382015275LGN00"", productID=""LC08_L1T"")
lc08_float = service.getProcess(""Coverage.toFloat"").execute(lc08)

scale = 0.0001
green = service.getProcess(""Coverage.multiplyNum"").execute(
    service.getProcess(""Coverage.selectBands"").execute(lc08_float, [""B3""]), scale)
red = service.getProcess(""Coverage.multiplyNum"").execute(
    service.getProcess(""Coverage.selectBands"").execute(lc08_float, [""B4""]), scale)
nir = service.getProcess(""Coverage.multiplyNum"").execute(
    service.getProcess(""Coverage.selectBands"").execute(lc08_float, [""B5""]), scale)
swir1 = service.getProcess(""Coverage.multiplyNum"").execute(
    service.getProcess(""Coverage.selectBands"").execute(lc08_float, [""B6""]), scale)
swir2 = service.getProcess(""Coverage.multiplyNum"").execute(
    service.getProcess(""Coverage.selectBands"").execute(lc08_float, [""B7""]), scale)

term_green = service.getProcess(""Coverage.multiplyNum"").execute(green, 171.0)
term_red   = service.getProcess(""Coverage.multiplyNum"").execute(red, 3.0)
term_nir   = service.getProcess(""Coverage.multiplyNum"").execute(nir, -70.0)
term_swir1 = service.getProcess(""Coverage.multiplyNum"").execute(swir1, -45.0)
term_swir2 = service.getProcess(""Coverage.multiplyNum"").execute(swir2, -71.0)

wi_sum = service.getProcess(""Coverage.add"").execute(term_green, term_red)
wi_sum = service.getProcess(""Coverage.add"").execute(wi_sum, term_nir)
wi_sum = service.getProcess(""Coverage.add"").execute(wi_sum, term_swir1)
wi_sum = service.getProcess(""Coverage.add"").execute(wi_sum, term_swir2)
wi2015 = service.getProcess(""Coverage.addNum"").execute(wi_sum, 1.7204)

vis_params = {
    ""min"": -100,
    ""max"": 200,
    ""palette"": [
        ""#000000"", ""#303030"", ""#606060"", ""#909090"", ""#C0C0C0"", ""#FFFFFF""
    ]
}

wi2015.styles(vis_params).getMap(""WI2015"")
oge.mapclient.centerMap(115.74080156644999,31.7318082104,11)","参考数据：可使用与任务匹配的栅格数据（示例 productID=LC08_L1T；示例 coverageID=LC81220392015275LGN00）。","","中等"
"T0101","quantitative_remote_sensing","zh","请基于一景 Landsat 8 影像估算叶面积指数（LAI），并把结果在地图上展示出来。","import oge

oge.initialize()
service = oge.Service()

lc08 = service.getCoverage(coverageID=""LC81220382015275LGN00"", productID=""LC08_L1T"")
lc08_float = service.getProcess(""Coverage.toFloat"").execute(lc08)

red = service.getProcess(""Coverage.selectBands"").execute(lc08_float, [""B4""])

nir = service.getProcess(""Coverage.selectBands"").execute(lc08_float, [""B5""])

blue = service.getProcess(""Coverage.selectBands"").execute(lc08_float, [""B2""])

Gain2 = 2.0000E-05
Gain4 = 2.0000E-05
Gain5 = 2.0000E-05
Offset2 = -0.100000
Offset4 = -0.100000
Offset5 = -0.100000
sun_corr = 1.277985
B2 = service.getProcess(""Coverage.multiplyNum"").execute(blue, Gain2)
B2 = service.getProcess(""Coverage.addNum"").execute(B2, Offset2)
B2 = service.getProcess(""Coverage.multiplyNum"").execute(B2, sun_corr)
B4 = service.getProcess(""Coverage.multiplyNum"").execute(red, Gain4)
B4 = service.getProcess(""Coverage.addNum"").execute(B4, Offset4)
B4 = service.getProcess(""Coverage.multiplyNum"").execute(B4, sun_corr)
B5 = service.getProcess(""Coverage.multiplyNum"").execute(nir, Gain5)
B5 = service.getProcess(""Coverage.addNum"").execute(B5, Offset5)
B5 = service.getProcess(""Coverage.multiplyNum"").execute(B5, sun_corr)

G = 2.5

L = 1

C1 = 6
C2 = 7.5

numerator = service.getProcess(""Coverage.subtract"").execute(B5, B4)
red_scaled = service.getProcess(""Coverage.multiplyNum"").execute(B4, C1)
blue_scaled = service.getProcess(""Coverage.multiplyNum"").execute(B2, C2)
denominator = service.getProcess(""Coverage.subtract"").execute(red_scaled, blue_scaled)
denominator = service.getProcess(""Coverage.add"").execute(denominator, B5)
denominator = service.getProcess(""Coverage.addNum"").execute(denominator, L)
evi_ratio = service.getProcess(""Coverage.divide"").execute(numerator, denominator)
evi = service.getProcess(""Coverage.multiplyNum"").execute(evi_ratio, G)

LAI = service.getProcess(""Coverage.multiplyNum"").execute(evi, 3.618)
LAI = service.getProcess(""Coverage.subtractNum"").execute(LAI, 0.118)

vis_params = {
    ""min"": 0,
    ""max"": 10,
    ""palette"": [
        ""#0000FF"",
        ""#00FFFF"",
        ""#00FF00"",
        ""#FFFF00"",
        ""#FF0000"",
        ""#800000""
    ]
}

LAI.styles(vis_params).getMap(""LAI"")

oge.mapclient.centerMap(115.74080156644999,31.7318082104,11)","参考数据：可使用与任务匹配的栅格数据（示例 productID=LC08_L1T；示例 coverageID=LC81220392015275LGN00）。","","困难"
"T0102","spatiotemporal_statistics","zh","请基于一份点要素数据做一次空间聚集性分析，并把统计结果输出到控制台，同时在地图上简单展示数据位置。","import oge

oge.initialize()
service = oge.Service.initialize()

feature = service.getFeatureCollection(
    productId=""EasternChina_PopulationAging""
)

feature.styles([""#000000""]).getMap(""Aging"")
oge.mapclient.centerMap(115, 31, 4)

re = service.getProcess(
    ""SpatialStats.BasicStatistics.RipleysK""
).execute(
    feature,
    10,  # nTimes：分析的距离层级数量
    9    # nTests：模拟检验次数
)

re.log(""RipleysK"")","参考数据：可使用与任务匹配的矢量数据（示例 featureId=myData/EasternChina_PopulationAging_Vector.geojson）。","","简单"
"T0103","spatiotemporal_statistics","zh","我想用一份矢量要素数据评估其空间分布是否更偏向聚集或离散，并把结果打印出来。","import oge
oge.initialize()
service = oge.Service()

feature = service.getFeatureCollection(productId=""EasternChina_PopulationAging"")
feature.styles([""#000000""]).getMap(""Aging"")
oge.mapclient.centerMap(115,31,4)

ann = service.getProcess(""SpatialStats.BasicStatistics.AverageNearestNeighbor"").execute(feature)
ann.log(""log"")","参考数据：可使用与任务匹配的矢量数据（示例 featureId=myData/EasternChina_PopulationAging_Vector.geojson）。","","简单"
"T0104","spatiotemporal_statistics","zh","请基于一份带属性字段的空间数据做地理加权回归分析，自动挑选合适的变量配置，并把回归结果以地图形式展示。","import oge
oge.initialize()
service = oge.Service.initialize()

feature = service.getFeatureCollection(productId=""EasternChina_PopulationAging"")
feature.styles([""#FF00FF""]).getMap(""Aging"")
oge.mapclient.centerMap(115,31,4)

re_gwr = service.getProcess(""SpatialStats.GWModels.GWRbasic.auto"").execute(
    feature, ""aging"", ""pcgdp,gi,fd,education"", ""bisquare"", ""AICc"", ""true"", 3.0
)

raster = service.getProcess(""FeatureCollection.rasterize"").execute(re_gwr, ""yhat"")

vis_params = {""palette"": [""#ffffcc"", ""#ffeda0"", ""#fed976"", ""#feb24c"", ""#fd8d3c"", ""#fc4e2a"", ""#e31a1c"", ""#bd0026"", ""#800026""]}
raster.styles(vis_params).getMap(""valuePrediction"")","参考数据：可使用与任务匹配的矢量数据（示例 featureId=myData/EasternChina_PopulationAging_Vector.geojson）。","","中等"
"T0105","spatiotemporal_statistics","zh","请用一份空间数据分析目标变量的空间分异性，并评估多个影响因素对这种分异的解释程度，然后输出统计结果。","import oge
oge.initialize()
service = oge.Service()

feature = service.getFeatureCollection(productId=""EasternChina_PopulationAging"")
feature.styles([""#000000""]).getMap(""Aging"")
oge.mapclient.centerMap(115,31,4)

result = service.getProcess(""SpatialStats.SpatialHeterogeneity.GeoFactorDetector"").execute(feature,""aging"",""pcgdp,gi,fd,education"")
result.log(""FactorDetector"")","参考数据：可使用与任务匹配的矢量数据（示例 featureId=myData/EasternChina_PopulationAging_Vector.geojson）。","","中等"
"T0106","spatiotemporal_statistics","zh","我想对一份带时间序列属性的数据做时序相关性分析，看看它在不同滞后阶数下的自相关情况。","import oge
oge.initialize()
service = oge.Service()

feature = service.getFeatureCollection(productId=""EasternChina_PopulationAging"")
feature.styles([""#000000""]).getMap(""Aging"")
oge.mapclient.centerMap(115,31,4)

result = service.getProcess(""SpatialStats.STCorrelations.TemporalAutoCorrelation.ACF"").execute(feature,""aging"",10)
result.log(""ACF"")","参考数据：可使用与任务匹配的矢量数据（示例 featureId=myData/EasternChina_PopulationAging_Vector.geojson）。","","简单"
"T0107","spatiotemporal_statistics","zh","请基于一份空间数据做线性回归分析，评估多个因素与目标变量之间的关系，并把拟合结果在地图上展示出来。","import oge
oge.initialize()
service = oge.Service()

feature = service.getFeatureCollection(productId=""EasternChina_PopulationAging"")
feature.styles([""#000000""]).getMap(""Aging"")
oge.mapclient.centerMap(115,31,4)

result = service.getProcess(""SpatialStats.SpatialRegression.LinearRegression.feature"").execute(feature,""aging"",""pcgdp,gi,fd,education"",""true"")
result.styles([""#FFFF00""]).getMap(""fitValue"")","参考数据：可使用与任务匹配的矢量数据（示例 featureId=myData/EasternChina_PopulationAging_Vector.geojson）。","","简单"
"T0108","spatiotemporal_statistics","zh","使用一份空间数据在考虑空间异质性的情况下做局部相关性分析，并把分析结果输出或展示出来。","import oge
oge.initialize()
service = oge.Service()

feature = service.getFeatureCollection(productId=""EasternChina_PopulationAging"")
feature.styles([""#000000""]).getMap(""Aging"")
oge.mapclient.centerMap(115,31,4)

fe_gwss=service.getProcess(""SpatialStats.GWModels.GWCorrelation"").execute(feature,""aging"", ""pcgdp,gi,fd,education"",50,""bisquare"",""true"")
fe_gwss.styles([""#FFFF00""]).getMap(""fe_gwss"")","参考数据：可使用与任务匹配的矢量数据（示例 featureId=myData/EasternChina_PopulationAging_Vector.geojson）。","","中等"
"T0109","spatiotemporal_statistics","zh","请基于一份空间数据比较不同子区域之间的差异是否显著，并把检验结果输出到控制台。","import oge
oge.initialize()
service = oge.Service()


feature.styles([""#000000""]).getMap(""Aging"")
oge.mapclient.centerMap(115,31,4)

result = service.getProcess(""SpatialStats.SpatialHeterogeneity.GeoEcologicalDetector"").execute(feature,""aging"",""pcgdp,gi,fd,education"")
result.log(""EcologicalDetector"")","参考数据：可使用与任务匹配的矢量数据（示例 featureId=myData/EasternChina_PopulationAging_Vector.geojson）。","","简单"
"T0110","terrain_analysis","zh","请结合一景 Landsat 8 影像和对应区域的 DEM 数据，分析高程、坡度和坡向等地形因素对植被生长空间分布的影响，并输出统计结果，同时在地图上展示一份结果图层。","import oge

oge.initialize()
service = oge.Service()


# 修改产品ID，场景ID保持不变
landsat8 = service.getCoverage(
    coverageID=""LC08_L1TP_144030_20230831_20230906_02_T1"",
    productID=""LC08_C02_L1""
)
landsat8_double = service.getProcess(""Coverage.toDouble"").execute(landsat8)
DEM = service.getCoverage(coverageID=""ASTGTM_N43E084"", productID=""ASTER_GDEM_DEM30"")

ndvi = service.getProcess(""Coverage.normalizedDifference"").execute(landsat8_double, [""B5"", ""B4""])
ndvi_mul = service.getProcess( ""Coverage.multiplyNum"").execute(ndvi, 100.0)

# rasterUnion已删除：统一NDVI与DEM的投影和分辨率
ndvi_mul_clip = service.getProcess(
    ""Coverage.reproject""
).execute(ndvi_mul, 3857, 30)

dem_clip = service.getProcess(
    ""Coverage.reproject""
).execute(DEM, 3857, 30)

# EPSG:3857的水平单位为米，z-factor使用1.0
slope = service.getProcess(
    ""Coverage.terrSlope""
).execute(dem_clip, 1, 1.0)

# aspect改为当前可用的terrAspect
aspect = service.getProcess(
    ""Coverage.terrAspect""
).execute(dem_clip, 1)

NaN_value = -0

dem_reclass = service.getProcess( ""Coverage.reclass"").execute(dem_clip,
            [(500, 1500, 1), (1500, 2500, 2),(2500, 3000, 3), (3000, 3500, 4), (3500, 4500, 5)])

slope_reclass = service.getProcess( ""Coverage.reclass"").execute(slope,
            [(0, 5, 1), (5, 15, 2),(15, 25, 3), (25, 35, 4), (35, 45, 5), (45, 90, 6)])

aspect_reclass = service.getProcess( ""Coverage.reclass"").execute(aspect,
    [(0, 60, 1), (60, 120, 2), (120, 180, 3),(180, 240, 4), (240, 300, 5), (300, 360, 6)])

ndvi_reclass = service.getProcess( ""Coverage.reclass"").execute(ndvi_mul_clip,
                [(-50, 0, 1), (0, 10, 2),(10, 20, 3),(20, 30, 4), (30, 40, 5), (40, 50, 6)])

vis_params = {}
ndvi_reclass.styles(vis_params).getMap(""重分类NDVI数据"")

ndvi_norExtent = [-100,100]
geo_res_dem = service.getProcess( ""Coverage.geoDetector"").execute(ndvi_mul_clip,
    ""dem"",dem_reclass,ndvi_norExtent[0],ndvi_norExtent[1],NaN_value
)
geo_res_slope = service.getProcess( ""Coverage.geoDetector"").execute(ndvi_mul_clip,
    ""slope"",slope_reclass,ndvi_norExtent[0],ndvi_norExtent[1],NaN_value
)
geo_res_aspect = service.getProcess( ""Coverage.geoDetector"").execute(ndvi_mul_clip,
    ""aspect"",aspect_reclass,ndvi_norExtent[0],ndvi_norExtent[1],NaN_value
)
geo_res_ndvi = service.getProcess( ""Coverage.geoDetector"").execute(ndvi_mul_clip,
    ""ndvi"",ndvi_reclass,ndvi_norExtent[0],ndvi_norExtent[1],NaN_value
)

geo_res_dem.log(""高程因子计算结果"")
geo_res_slope.log(""坡度因子计算结果"")
geo_res_aspect.log(""坡向因子计算结果"")
geo_res_ndvi.log(""NDVI因子（对照组）计算结果"")

oge.mapclient.centerMap(85.22, 43.16, 10)","参考数据：可使用与任务匹配的栅格数据（示例 productID=LC08_L1TP_C02_T1；示例 coverageID=LC08_L1TP_144030_20230831_20230906_02_T1）；可使用与任务匹配的栅格数据（示例 productID=ASTER_GDEM_DEM30；示例 coverageID=ASTGTM_N43E084）。","","中等"
"T0111","terrain_analysis","zh","请基于一幅 DEM 数据批量生成坡向结果，并把输出保存下来。","import oge

oge.initialize()
service = oge.Service()

dem = service.getCoverage(coverageID=""ASTGTM_N28E056"", productID=""ASTER_GDEM_DEM30"")
aspect = service.getProcess(""Coverage.terrAspect"").execute(dem, 1)

vis_params = {""min"": -1, ""max"": 1, ""palette"": [""#808080"", ""#949494"", ""#a9a9a9"", ""#bdbebd"", ""#d3d3d3"",""#e9e9e9""]}
aspect.styles(vis_params).export(""terrAspect"")
oge.mapclient.centerMap(56.25, 28.40, 11)","参考数据：可使用与任务匹配的栅格数据（示例 productID=ASTER_GDEM_DEM30；示例 coverageID=ASTGTM_N28E056）。","","简单"
"T0112","terrain_analysis","zh","请利用一幅 DEM 数据计算地形粗糙度，并把结果和原始 DEM 一起在地图上对比展示。","import oge

oge.initialize()
service = oge.Service()
dem = service.getCoverage(coverageID=""ASTGTM_N28E056"", productID=""ASTER_GDEM_DEM30"")

a = service.getProcess(""Coverage.ruggednessIndexByQGIS"").execute(dem, 0.4)
vis_params = {""min"": -1, ""max"": 1,
              ""palette"": [""gold"", ""yellow"", ""brown"", ""lightblue"", ""blue""]}

a.styles(vis_params).getMap(""a"")
dem.styles(vis_params).getMap(""dem"")
oge.mapclient.centerMap(56.25, 28.40, 11)","参考数据：可使用与任务匹配的栅格数据（示例 productID=ASTER_GDEM_DEM30；示例 coverageID=ASTGTM_N28E056）。","","简单"
"T0113","terrain_analysis","zh","我想基于一幅 DEM 数据计算地形位置指数，用来查看地形高低位置的相对差异，并把结果在地图上展示出来。","import oge

oge.initialize()
service = oge.Service()
dem = service.getCoverage(coverageID=""ASTGTM_N28E056"", productID=""ASTER_GDEM_DEM30"")

tpi = service.getProcess(""Coverage.tpiTopographicPositionIndexByGDAL"").execute(
    dem, 1,""False"","""")
vis_params = {""min"": -100, ""max"": 100}

tpi.styles(vis_params).getMap(""tpi"")

oge.mapclient.centerMap(56.25, 28.40, 11)","参考数据：可使用与任务匹配的栅格数据（示例 productID=ASTER_GDEM_DEM30；示例 coverageID=ASTGTM_N28E056）。","","简单"
"T0114","spatial_analysis","zh","请构建两条线要素组成的矢量集合，并按属性条件筛选出满足要求的要素，在地图上展示筛选结果。","import oge

oge.initialize()
service = oge.Service()
geometry1 = service.getProcess(""Geometry.LineString"").execute([[35.1, 15.7], [36.3, 15.9], [37.5, 15.6]],""EPSG:4326"")

geometry2 = service.getProcess(""Geometry.LineString"").execute([[35.2, 12.1], [36.4, 12.0], [37.6, 12.3]],""EPSG:4326"")


feature1 = service.getProcess(
    ""Feature.loadFromGeometry""
).execute(geometry1, {""a"": 10})

feature2 = service.getProcess(
    ""Feature.loadFromGeometry""
).execute(geometry2, {""a"": 15})

featureCollection = service.getProcess(""FeatureCollection.loadFromFeatureList"").execute([feature1, feature2])
result = service.getProcess(""FeatureCollection.filterMetadata"").execute(featureCollection,""a"",""greater_than"",""11"")

result.styles([""#FF0000""]).getMap(""result"")
oge.mapclient.centerMap(36.5, 14.0, 5)","参考数据：代码中还构造了几何约束对象（示例类型=LineString；示例坐标系=EPSG:4326）。","","中等"
"T0115","spatial_analysis","zh","我想对一条线要素生成指定距离的缓冲区，并把线和缓冲区一起在地图上展示出来。","import oge

oge.initialize()
service = oge.Service()

geometry = service.getProcess(""Geometry.LineString"").execute([[114.2, 30.3],[115.4,30.8],[115.9,31]],""EPSG:4326"")

line = service.getProcess(""Feature.loadFromGeometry"").execute(geometry,  {""a"": 10})
buffer= service.getProcess(""Feature.buffer"").execute(line, 5000, ""EPSG:4326"")

buffer.styles([""#FF0000""]).getMap(""buffer"")
line.styles([""#FFFF00""]).getMap(""line"")
oge.mapclient.centerMap(115,30.7,5)","参考数据：代码中还构造了几何约束对象（示例类型=LineString；示例坐标系=EPSG:4326）。","","简单"
"T0116","spatial_analysis","zh","请判断两个面要素是否存在相交关系，并把判断结果输出到控制台，同时在地图上显示这两个要素。","import oge

oge.initialize()
service = oge.Service()
geometry1 = service.getProcess(""Geometry.Polygon"").execute([[[35, 10], [35, 15], [40, 15], [40, 10], [35, 10]]],""EPSG:4326"")
feature1 = service.getProcess(""Feature.loadFromGeometry"").execute(geometry1, ""{a:10}"")

geometry2 = service.getProcess(""Geometry.Polygon"").execute([[[36, 11], [36, 14], [39, 14], [39, 11], [36, 11]]],""EPSG:4326"")
feature2 = service.getProcess(""Feature.loadFromGeometry"").execute(geometry2, ""{b:10}"")

intersects = service.getProcess(""Feature.intersects"").execute(feature1, feature2, ""EPSG:4326"")
intersects.log(""intersects"")

feature1.styles([""#000000""]).getMap(""feature1"")
feature2.styles([""#111111""]).getMap(""feature2"")
oge.mapclient.centerMap(37,12,5)","参考数据：代码中还构造了几何约束对象（示例类型=Polygon；示例坐标系=EPSG:4326）。","","简单"
"T0117","spatial_analysis","zh","我想计算两个面要素之间的最短距离，并把距离结果输出到控制台，同时在地图上展示这两个要素的位置。","import oge

oge.initialize()
service = oge.Service()
geometry1 = service.getProcess(""Geometry.Polygon"").execute([[[35, 10], [35, 15], [40, 15], [40, 10], [35, 10]]],""EPSG:4326"")
feature1 = service.getProcess(""Feature.loadFromGeometry"").execute(geometry1, ""{a:10}"")

geometry2 = service.getProcess(""Geometry.Polygon"").execute([[[45, 10], [45, 15], [50, 15], [50, 10], [45, 10]]],""EPSG:4326"")
feature2 = service.getProcess(""Feature.loadFromGeometry"").execute(geometry2, ""{a:10}"")

distance = service.getProcess(""Feature.distance"").execute(feature1,feature2,""EPSG:4326"")

feature1.styles([""#000000""]).getMap(""polygon1"")
feature2.styles([""#111111""]).getMap(""polygon2"")
distance.log(""distance"")
oge.mapclient.centerMap(37,12,5)","参考数据：代码中还构造了几何约束对象（示例类型=Polygon；示例坐标系=EPSG:4326）。","","简单"
"T0118","spatial_analysis","zh","请基于一组点要素计算它们的凸包范围，并把原始点与凸包结果一起在地图上展示。","import oge

oge.initialize()
service = oge.Service()

geometry = service.getProcess(""Geometry.MultiPoint"").execute([[35, 10], [35, 15], [40, 15]],""EPSG:4326"")
feature = service.getProcess(""Feature.loadFromGeometry"").execute(geometry, ""{a:10}"")

convexHull = service.getProcess(""Feature.convexHull"").execute(feature, ""EPSG:4326"")

feature.styles([""#FFFF00""]).getMap(""feature"")
convexHull.styles([""#000000""]).getMap(""convexHull"")
oge.mapclient.centerMap(38,13,5)","参考数据：代码中还构造了几何约束对象（示例类型=MultiPoint；示例坐标系=EPSG:4326）。","","简单"
"T0119","spatial_analysis","zh","我想对一组线要素计算空间编码结果，并把计算结果输出到控制台，同时在地图上展示这些线要素。","import oge

oge.initialize()
service = oge.Service()
geometry1 = service.getProcess(""Geometry.LineString"").execute(""[[35.1, 15.7], [36.3, 15.9], [37.5, 15.6]]"",""EPSG:4326"")
feature1 = service.getProcess(""Feature.loadFromGeometry"").execute(geometry1, ""{a:10}"")

geometry2 = service.getProcess(""Geometry.LineString"").execute(""[[35.2, 12.1], [36.4, 12.0], [37.6, 12.3]]"",""EPSG:4326"")
feature2 = service.getProcess(""Feature.loadFromGeometry"").execute(geometry2, ""{a:15}"")

featureCollection = service.getProcess(""FeatureCollection.loadFromFeatureList"").execute([feature1, feature2])
result = service.getProcess(""FeatureCollection.geoHash"").execute(featureCollection, ""geom"",10)

first_geohash = service.getProcess(""FeatureCollection.aggregateFirst"").execute(result, ""geohash"")

first_geohash.log(""第一个要素的GeoHash结果"")

result.styles([""#FF0000""]).getMap(""geoHash"")
oge.mapclient.centerMap(36.5, 14.0, 5)","参考数据：代码中还构造了几何约束对象（示例类型=LineString；示例坐标系=EPSG:4326）。","","中等"
"T0120","spatial_analysis","zh","请统计一个要素集合里包含多少个要素，并把统计结果输出到控制台。","import oge

oge.initialize()
service = oge.Service()

data = [
    ([[[35, 10], [35, 15], [40, 15], [40, 10], [35, 10]]], ""10""),
    ([[[38, 10], [38, 15], [43, 15], [43, 10], [38, 10]]], ""20""),
    ([[[36, 11], [36, 14], [39, 14], [39, 11], [36, 11]]], ""30""),
    ([[[34, 12], [34, 14], [37, 14], [37, 12], [34, 12]]], ""40"")
]

features = []
for coords, attr in data:
    geometry = service.getProcess(""Geometry.Polygon"").execute(coords, ""EPSG:4326"")
    feature = service.getProcess(""Feature.loadFromGeometry"").execute(geometry, f""{{a:{attr}}}"")
    features.append(feature)

featureCollection = service.getProcess(""FeatureCollection.loadFromFeatureList"").execute(features)

result = service.getProcess(""FeatureCollection.aggregateCount"").execute(featureCollection,""a"")
result.log(""result"")
oge.mapclient.centerMap(37, 12, 5)","参考数据：代码中还构造了几何约束对象（示例类型=Polygon；示例坐标系=EPSG:4326）。","","简单"
"T0121","spatial_analysis","zh","我想统计一个要素集合里不同属性取值的数量，并把统计结果输出到控制台，同时在地图上展示这些要素。","import oge

oge.initialize()
service = oge.Service()

data = [
    ([[[35, 10], [35, 15], [40, 15], [40, 10], [35, 10]]], ""10""),
    ([[[38, 10], [38, 15], [43, 15], [43, 10], [38, 10]]], ""20""),
    ([[[36, 11], [36, 14], [39, 14], [39, 11], [36, 11]]], ""30""),
    ([[[34, 12], [34, 14], [37, 14], [37, 12], [34, 12]]], ""40"")
]

features = []
for coords, attr in data:
    geometry = service.getProcess(""Geometry.Polygon"").execute(coords, ""EPSG:4326"")
    feature = service.getProcess(""Feature.loadFromGeometry"").execute(geometry, f""{{a:{attr}}}"")
    features.append(feature)

featureCollection = service.getProcess(""FeatureCollection.loadFromFeatureList"").execute(features)

result = service.getProcess(""FeatureCollection.aggregateCountDistinct"").execute(featureCollection,""a"")
result.log(""count_distinct"")
featureCollection.styles([""#0000ff""]).getMap(""featureCollection"")
oge.mapclient.centerMap(37, 12, 5)","参考数据：代码中还构造了几何约束对象（示例类型=Polygon；示例坐标系=EPSG:4326）。","","简单"
"T0122","spatial_analysis","zh","请把一组同类型的面要素合并成一个整体几何，并把合并前后的结果在地图上对比展示。","import oge

oge.initialize()
service = oge.Service()
geometry1 = service.getProcess(""Geometry.Polygon"").execute([[[35, 10], [35, 15], [40, 15], [40, 10], [35, 10]]],""EPSG:4326"")
feature1 = service.getProcess(""Feature.loadFromGeometry"").execute(geometry1, ""{a:10}"")

geometry2 = service.getProcess(""Geometry.Polygon"").execute([[[36, 11], [36, 14], [39, 14], [39, 11], [36, 11]]],""EPSG:4326"")
feature2 = service.getProcess(""Feature.loadFromGeometry"").execute(geometry2, ""{a:15}"")

featureCollection = service.getProcess(""FeatureCollection.loadFromFeatureList"").execute([feature1,feature2])
result = service.getProcess(""FeatureCollection.aggregateUnion"").execute(featureCollection,""geom"")

featureCollection.styles([""#000000""]).getMap(""featureCollection"")
result.styles([""#FF0000""]).getMap(""result"")
oge.mapclient.centerMap(37,12,5)","参考数据：代码中还构造了几何约束对象（示例类型=Polygon；示例坐标系=EPSG:4326）。","","中等"
"T0123","image_processing","zh","请对一景 Landsat 8 影像进行均值滤波平滑处理，并将结果导出保存。","import oge

oge.initialize()
service = oge.Service()

ls8 = service.getCoverage(coverageID=""LC81220382015275LGN00"", productID=""LC08_L1T"")
b3 = service.getProcess(""Coverage.selectBands"").execute(ls8, [""B3""])
a = service.getProcess(""Coverage.focalMean"").execute(b3, ""square"", 1)

vis_params = {""min"": -1, ""max"": 1, ""palette"": [""gold"", ""yellow"", ""brown"", ""lightblue"", ""blue""]}
a.styles(vis_params).export(""a"")
oge.mapclient.centerMap(115.74080156644999,31.7318082104,11)","参考数据：可使用与任务匹配的栅格数据（示例 productID=LC08_L1T；示例 coverageID=LC81220392015275LGN00）。","","简单"
"T0124","quantitative_remote_sensing","zh","请基于一景 Landsat 8 影像计算归一化差异水体指数（NDWI），并将结果导出保存。","import oge

oge.initialize()
service = oge.Service()

lc08 = service.getCoverage(coverageID=""LC81220382015275LGN00"", productID=""LC08_L1T"")
lc08_d = service.getProcess(""Coverage.toFloat"").execute(lc08)

ndwi = service.getProcess(""Coverage.normalizedDifference"").execute(lc08_d, [""B3"", ""B5""])

vis_params = {'min': -1, 'max': 1, ""palette"": [""gold"", ""yellow"", ""brown"", ""lightblue"", ""blue""]}

ndwi.styles(vis_params).export(""ndwi"")

oge.mapclient.centerMap(114.28, 30.57, 9)","参考数据：可使用与任务匹配的栅格数据（示例 productID=LC08_L1T；示例 coverageID=LC81220392015275LGN00）。","","简单"
